, ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,number_articles_newsbank
64,5038372.0,https://www.abc.net.au/news/5038372,Tanya Plibersek wrong on the history of women in cabinet,Deputy Opposition Leader Tanya Plibersek claims the last time there was only one woman in Cabinet was 1976.,Tanya Plibersek,Wrong,Labor,Gender,Women in Cabinet,Fri Oct 25 10:15:18 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-10-25 10:15:18,0
65,5043614.0,https://www.abc.net.au/news/5043614,Barnaby Joyce correct on bird flu risk in free-range chicken farms,Federal Agriculture Minister Barnaby Joyce claims a move towards free-range egg production will lead to an increase in bird flu.,Barnaby Joyce,Correct,National_Party,Health,Bird flu,Fri Nov 01 10:00:24 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-11-01 10:00:24,0
66,5050348.0,https://www.abc.net.au/news/5050348,Will abolishing the carbon tax reduce power bills?,Prime Minister Tony Abbott claims electricity and gas prices will drop by 9 per cent and 7 per cent once the carbon tax is abolished.,Tony Abbott,Speculation,Liberal,Environment,Energy,Wed Oct 30 17:41:19 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-10-30 17:41:19,0
67,5050616.0,https://www.abc.net.au/news/5050616,"Joe Hockey's Australia, US debt ceiling comparison overblown",Federal Treasurer Joe Hockey claims raising Australia's debt ceiling from $300 billion to $500 billion will prevent a US-style crisis. ,Joe Hockey,Overblown,Liberal,Economy,,Mon Nov 04 09:02:21 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-04 09:02:21,0
68,5053844.0,https://www.abc.net.au/news/5053844,Tony Abbott incorrect on the history of marriage,"Prime Minister Tony Abbott claims marriage, or marriage-like relationships, have always been between a man and a woman",Tony Abbott,Incorrect,Liberal,Social Issues,"Marriage, same-sex marriage",Fri Nov 01 11:53:35 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-01 11:53:35,1
69,5058346.0,https://www.abc.net.au/news/5058346,On the money: Mathias Cormann says Medibank Private sale will not raise premiums,Finance Minister Mathias Cormann claims privatising Medibank Private won't cause premiums to increase.,Mathias Cormann,On the money,Liberal,Health,Medibank,Tue Nov 05 18:19:04 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-11-05 18:19:04,0
70,5063342.0,https://www.abc.net.au/news/5063342,Christopher Pyne in the red on student outcomes in independent public schools,Federal Education Minister Christopher Pyne claims independent public schools are improving student outcomes in Western Australia. ,Christopher Pyne,Unsubstantiated,Liberal,Education,,Wed Nov 06 17:16:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-06 17:16:36,0
71,5068448.0,https://www.abc.net.au/news/5068448,Are Queensland's new bikie laws too harsh to survive in other states and territories?,"Former NSW public prosecutor Nicholas Cowdery claims Queensland's tough new bikie legislation would be ""totally impossible"" to pass in the ACT and Victoria, where human rights charters are in place. ",Nicholas Cowdery,Incorrect,Other,Law and Order,Legislation,Fri Nov 08 09:16:45 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-08 09:16:45,0
72,5075988.0,https://www.abc.net.au/news/5075988,"Would losing the car industry cost more than maintaining it, as Kim Carr claims?",Opposition Industry Minister Kim Carr claims economic modelling shows it would cost more money to lose the car industry than it would to subsidise it.,Kim Carr,Unverifiable,Labor,Economy,Car manufacturing,Fri Nov 15 13:17:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-15 13:17:36,0
73,5076168.0,https://www.abc.net.au/news/5076168,Rupert Murdoch's vision for Australian diversity checks out,News Corp executive chairman Rupert Murdoch claims Australia is on its way to becoming what may be the world's most diverse nation.,Rupert Murdoch,Checks Out,Other,Immigration,News Corp,Fri Nov 08 12:37:24 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-11-08 12:37:24,0
74,5083024.0,https://www.abc.net.au/news/5083024,Warren Truss inflates the impact of GrainCorp's sale on ports,"Deputy Prime Minister Warren Truss claims if the sale of GrainCorp proceeds international companies will control Australia's ports and handling facilities, and decisions will be made in foreign boardrooms. ",Warren Truss,Inflated,National_Party,Economy,"Legislation, ports",Tue Nov 19 15:58:38 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-19 15:58:38,0
75,5085340.0,https://www.abc.net.au/news/5085340,Does the Abbott Government have a mandate to overturn the carbon tax?,Prime Minister Tony Abbott claims the Opposition must respect the Government's mandate to overturn the carbon tax.,Tony Abbott,Unenforceable,Liberal,Environment,Carbon Tax,Wed Nov 13 15:51:21 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-13 15:51:21,0
76,5086058.0,https://www.abc.net.au/news/5086058,"Is it cheaper for MPs to fly VIP jets, as Christopher Pyne claims?",Government frontbencher Christopher Pyne claims a VIP Boeing business jet flight from Perth to Canberra taken by a group of WA Liberal MPs was probably cheaper than a commercial flight,Christopher Pyne,Incorrect,Liberal,Budget(s),Travel entitlements,Wed Nov 20 15:05:27 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-20 15:05:27,0
77,5086844.0,https://www.abc.net.au/news/5086844,CSIRO job cuts: Greens MP Adam Bandt turns to spin,Greens MP Adam Bandt claims a recruitment freeze at the CSIRO is part of the Abbott Government's anti-science bias and that a quarter of jobs could be lost within a year. ,Adam Bandt,Spin,Greens,Employment,"Science, CSIRO",Mon Nov 18 16:17:15 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-18 16:17:15,0
78,5088132.0,https://www.abc.net.au/news/5088132,Proceeds of crime: Do NSW police seize more than the rest of Australia?,New South Wales Premier Barry O'Farrell claims NSW collects more from proceeds of crime than all other states and the federal government combined.,Barry O'Farrell,Wrong,Liberal,Law and Order,Crime,Tue Nov 26 15:05:13 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-26 15:05:13,0
79,5088168.0,https://www.abc.net.au/news/5088168,Does Indonesia have to take asylum seekers rescued by the Australian Navy?,"Prime Minister Tony Abbott claims that under ""normal international law"", if asylum seeker boats are rescued in a country's search and rescue zone, that country has an obligation to take them. ",Tony Abbott,Overreach,Liberal,Immigration,Asylum seekers,Thu Nov 14 16:15:59 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-11-14 16:15:59,0
80,5099582.0,https://www.abc.net.au/news/5099582,Chris Bowen wrong on Government's decision to scrap self-education expenses cap,"Opposition treasury spokesman Chris Bowen claims the Government's decision to scrap a $2,000 cap on self-education expenses will allow people to travel as much as they like and claim as much as they like. ",Chris Bowen,Wrong,Labor,Budget(s),,Thu Nov 21 10:38:03 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-11-21 10:38:03,0
81,5114850.0,https://www.abc.net.au/news/5114850,Child poverty on the rise? ACOSS CEO Cassandra Goldie's claim is overblown,Australian Council of Social Service CEO Cassandra Goldie claims child poverty is rising in Australia.,Cassandra Goldie,Overblown,Industry,Social issues,"Child Poverty, poverty",Sun Dec 01 18:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-01 18:00:00,0
82,5117318.0,https://www.abc.net.au/news/5117318,"Is it illegal to spy on Indonesian officials, as president Susilo Bambang Yudhoyono claims?","Indonesian president Susilo Bambang Yudhoyono claims it is illegal to tap the phones of officials of other countries under Indonesian, Australian and international law. ",Susilo Bambang Yudhoyono,Goes too far,Foreign leader,International relations,National Security,Tue Dec 03 17:18:20 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-03 17:18:20,0
83,5117766.0,https://www.abc.net.au/news/5117766,Clive Palmer incorrect on the number of executions in China,"Federal MP and businessman Clive Palmer claims the Chinese government executes 500,000 people a year.",Clive Palmer,Incorrect,Independent,International relations,"Palmer United Party, Human Rights, China",Wed Dec 04 10:23:28 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-12-04 10:23:28,0
84,5119380.0,https://www.abc.net.au/news/5119380,Immigration Minister Scott Morrison not telling the full story on asylum seeker arrivals,Immigration Minister Scott Morrison claims the Coalition's border protection policy has resulted in an 80 per cent reduction in asylum seekers arriving in Australia by boat.,Scott Morrison,More to the story,Liberal,Immigration,,Tue Dec 10 07:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-10 07:00:00,0
85,5134138.0,https://www.abc.net.au/news/5134138,Would spying on East Timor by the Australian Secret Intelligence Service be illegal?,Australian lawyer Bernard Collaery claims the head of ASIS ordered a team into East Timor to conduct work which was outside the proper functions of ASIS. ,Bernard Collaery,Unlikely,Industry,Foreign relation,National Security,Wed Dec 04 19:20:41 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2013-12-04 19:20:41,0
86,5134960.0,https://www.abc.net.au/news/5134960,Can a lower GST threshold for online purchases be achieved in Australia?,NSW Treasurer Mike Baird claims other countries like the UK and Canada have lower GST thresholds for online shopping and that these thresholds can also be achieved in Australia.,Mike Baird,Uncertain,Liberal,Economy,GST,Thu Dec 12 09:20:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-12 09:20:36,7
87,5135064.0,https://www.abc.net.au/news/5135064,Impossible to guarantee no school will be worse off under Coalition funding arrangements,Opposition Leader Bill Shorten claims the Coalition has broken its election promise that no school will be worse off than it would have been under Labor's Gonski funding plans.,Bill Shorten,Correct,Labor,Budget(s),"School, education",Sun Dec 08 18:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-12-08 18:00:00,0
88,5137682.0,https://www.abc.net.au/news/5137682,Has plain tobacco packaging failed to stop people smoking?,"Tobacco company Philip Morris claims ""the data is clear"" that plain packaging has not stopped people smoking.",Philip Morris,Wrong,Industry,Health,"Smoking, cigarettes",Wed Jan 22 17:14:59 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-01-22 17:14:59,0
89,5143856.0,https://www.abc.net.au/news/5143856,"Auction clearance rates in Sydney, Melbourne based on incomplete data","Financial analyst Mark Bayley claims auction clearance rates in Sydney are not transparent, real or representative of the actual rate at which houses are being sold. ",Mark Bayley,Checks Out,Industry,Economy,"Property, housing",Sun Dec 15 18:00:00 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2013-12-15 18:00:00,0
90,5150500.0,https://www.abc.net.au/news/5150500,Nick Xenophon not telling the full story on price of Australian cars overseas,"Independent Senator Nick Xenophon claims a Ford Territory that sells for $38,000 to $40,000 in Australia costs over $100,000 in Thailand.",Nick Xonophon,Not the full story,Independent,Economy,Automotive,Tue Dec 17 09:29:36 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-17 09:29:36,0
91,5158880.0,https://www.abc.net.au/news/5158880,Can governments protect people from killer sharks?,"WA Minister Troy Buswell claims implementing a series of measures to increase safety for swimmers and surfers in Western Australia ""does not represent what you would call a culling"" of sharks.",Troy Buswell,Misleading,Liberal,Environment,Shark attacks,Sun Dec 22 18:58:59 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-22 18:58:59,0
92,5161572.0,https://www.abc.net.au/news/5161572,Was Labor's childcare fund only ever about the union?,Assistant Minister for Education Sussan Ley claims Labor's $300 million fund to subsidise childcare workers' wages was only ever about the unions. ,Sussan Ley,In the ballpark,Liberal,Budget(s),Childcare,Fri Dec 20 09:58:17 EST 2013,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2013-12-20 09:58:17,0
93,5205704.0,https://www.abc.net.au/news/5205704,Clive Palmer's billionaire status no longer certain,"Clive Palmer is often referred to as a billionaire, but is he?",Clive Palmer,Uncertain,Independent,Politics,Income,Wed Jan 22 14:34:33 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-01-22 14:34:33,0
94,5214802.0,https://www.abc.net.au/news/5214802,Tony Abbott incorrect on asylum seekers breaking Australian law,Tony Abbott claims asylum seekers who come to Australia are attempting to break Australian law. ,Tony Abbott,Incorrect,Liberal,Immigration,Asylum seekers,Fri Jan 24 13:49:41 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-01-24 13:49:41,2
